ID,area_calc,elev_mean,elev_med,elev_std,elev_ran,slope_mean,mvert_dist,mvert_ang,elon_ratio,strm_dens,p_mean,et0_mean,eta_mean,arid_1,arid_2,p_season,frac_snow,hi_prec_fr,hi_prec_du,hi_prec_ti,lo_prec_fr,lo_prec_du,lo_prec_ti,lc_dom,agr_fra,bare_fra,forest_fra,glac_fra,lake_fra,urban_fra,lai_max,lai_diff,ndvi_max,ndvi_min,gvf_max,gvf_diff,bedrk_dep,root_dep,soil_poros,soil_condu,soil_tawc,sand_fra,silt_fra,clay_fra,grav_fra,oc_fra,gc_dom,gc_ig_fra,gc_mt_fra,gc_pa_fra,gc_pb_fra,gc_pi_fra,gc_py_fra,gc_sc_fra,gc_sm_fra,gc_ss_fra,gc_su_fra,gc_va_fra,gc_vb_fra,gc_wb_fra,geol_perme,geol_poros,govnr,name,river,area_gov,elev,lon,lat,country,fedstate,region,obsbeg_day,obsbeg_hr,obsend,gaps_pre,gaps_post,area_ratio,nrs_euhyd,nrs_rivat,typimpact,diur_art,diur_glac,degimpact,h1989_q_mean,h1989_runoff_ratio,h1989_stream_elas,h1989_slope_fdc,h1989_baseflow_index_ladson,h1989_baseflow_index_lfstat,h1989_hfd_mean,h1989_Q5,h1989_Q95,h1989_high_q_freq,h1989_high_q_dur,h1989_low_q_freq,h1989_low_q_dur,h1989_zero_q_freq,h1981_q_mean,h1981_runoff_ratio,h1981_stream_elas,h1981_slope_fdc,h1981_baseflow_index_ladson,h1981_baseflow_index_lfstat,h1981_hfd_mean,h1981_Q5,h1981_Q95,h1981_high_q_freq,h1981_high_q_dur,h1981_low_q_freq,h1981_low_q_dur,h1981_zero_q_freq,wb_P,wb_PCRPS,wb_PERA5,wb_PMSW,wb_PET,wb_ET0,wb_ETA,wb_Q1,wb_Q2,transfer_count,has_transfer,is_impacted,valid_runoff_days
649,372.73,448,452,38,184,62,36.2,17,0.602,0.39,2.39,2.3,1.58,0.96,1.06,0.24,0.05,12.5,1.11,jja,208.35,3.46,son,211,0.699,0.0,0.242,0.0,0.0,0.054,2.38,2.03,0.67,0.26,0.81,0.57,13.7,1.3,0.47,0.656,0.17,0.472,0.299,0.23,0.095,0.005,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.892,0.0,0.103,0.0,0.0,0.0,-11.9,0.199,13322005,Aunkofen,Abens,368.3,358,4455470,2857587,DEU,BAV,Danube above Inn,1981,1970,0,0.0,0.0,1.012,RL35117894,20403518.0,-,0,0,l,0.718,0.3,0.728,0.6,0.823,0.822,171.85,0.459,1.171,0.7,1.4,0.0,0.0,0.0,0.711,0.298,0.697,0.588,0.818,0.815,171.611,0.455,1.19,0.611,1.467,0.0,0.0,0.0,2.39,2.03,2.28,2.12,4.25,2.3,1.58,0.72,0.71,0,0,0,13514
654,300.863,462,445,52,245,55,33.3,179,0.588,0.36,2.45,2.31,1.56,0.94,1.03,0.18,0.05,13.0,1.17,jja,203.75,3.53,son,211,0.678,0.0,0.269,0.0,0.001,0.05,3.01,2.59,0.68,0.29,0.82,0.55,1.3,1.05,0.48,0.418,0.13,0.399,0.286,0.315,0.072,0.01,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.686,0.034,0.107,0.0,0.0,0.0,-12.1,0.173,13465002,Mettendorf,Schwarzach,295.3,380,4420870,2880560,DEU,BAV,Danube above Inn,1981,1970,0,0.25,0.247,1.019,RL35118950,20398025.0,-,0,0,l,0.661,0.27,1.991,2.149,0.567,0.527,148.0,0.146,2.075,7.7,2.567,10.75,5.119,0.0,0.674,0.275,1.785,2.21,0.566,0.52,147.0,0.138,2.104,8.227,2.667,16.871,6.194,0.0,2.45,1.87,2.43,2.19,4.12,2.31,1.56,0.66,0.67,0,0,0,13506
662,712.382,475,458,66,487,54,46.3,149,0.65,0.53,2.53,2.13,1.51,0.84,0.99,0.09,0.07,12.15,1.18,jja,199.5,3.57,son,312,0.418,0.0,0.478,0.0,0.009,0.043,2.86,2.37,0.68,0.26,0.81,0.59,1.38,1.24,0.4,0.678,0.14,0.75,0.155,0.095,0.049,0.021,sm,0.0,0.043,0.0,0.0,0.0,0.0,0.144,0.366,0.284,0.161,0.0,0.001,0.0,-11.8,0.165,14209008,Wildenau,Haidenaab,721.9,380,4474823,2946183,DEU,BAV,Danube above Inn,1981,1970,0,1.921,1.918,0.987,RL35121004,20383244.0,-,0,0,l,0.784,0.309,1.527,1.895,0.644,0.631,145.7,0.2,2.331,4.367,3.107,4.266,3.542,0.0,0.808,0.32,1.409,1.908,0.652,0.636,146.389,0.208,2.33,4.259,3.06,4.259,3.326,0.0,2.53,1.75,2.62,2.12,3.77,2.13,1.51,0.78,0.81,0,0,0,13486
667,1348.153,708,667,193,1078,121,54.1,292,0.765,0.59,3.37,2.05,1.7,0.61,0.71,0.2,0.13,10.1,1.19,jja,179.9,3.2,son,312,0.309,0.0,0.618,0.0,0.001,0.031,3.99,3.57,0.75,0.26,0.87,0.65,1.15,1.18,0.46,0.534,0.15,0.522,0.301,0.177,0.137,0.014,mt,0.0,0.82,0.164,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-14.1,0.01,15202300,Chamerau,Regen,1356.1,371,4521224,2900224,DEU,BAV,Danube above Inn,1981,1970,0,12.086,12.083,0.994,RL35119846,20394273.0,A,0,0,s,1.678,0.492,1.374,1.523,0.716,0.703,168.85,0.64,3.95,1.173,1.353,0.0,0.0,0.0,1.655,0.493,1.416,1.526,0.715,0.695,171.194,0.616,3.903,0.957,1.259,0.0,0.0,0.0,3.37,3.18,2.72,2.69,5.22,2.05,1.7,1.68,1.66,0,0,1,13342
671,835.686,754,704,186,1041,119,38.1,282,0.856,0.59,3.48,2.05,1.72,0.59,0.67,0.22,0.14,10.1,1.17,,177.65,3.18,son,312,0.262,0.0,0.651,0.0,0.001,0.03,4.1,3.68,0.75,0.24,0.87,0.67,1.15,1.18,0.46,0.506,0.15,0.526,0.299,0.175,0.135,0.015,mt,0.0,0.801,0.182,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-14.1,0.01,15212700,Saegmuehle,Schwarzer Regen,833.6,405,4534348,2888459,DEU,BAV,Danube above Inn,1981,1975,0,16.242,16.239,1.003,RL35119312,20396802.0,A,0,0,m,1.934,0.545,1.616,1.452,0.718,0.709,170.45,0.705,4.611,1.291,1.136,0.0,0.0,0.0,1.921,0.553,1.564,1.444,0.723,0.717,173.111,0.707,4.582,0.933,1.1,0.933,4.714,0.0,3.48,3.35,3.11,2.8,5.75,2.05,1.72,1.93,1.92,0,0,1,13283
678,2889.52,1134,1073,460,2449,262,105.4,31,0.576,0.67,4.57,2.33,1.45,0.51,0.67,0.42,0.22,8.4,1.16,jja,162.25,2.84,djf,312,0.152,0.096,0.532,0.0,0.013,0.048,3.34,3.08,0.7,0.17,0.83,0.74,4.73,0.78,0.5,0.153,0.12,0.407,0.366,0.227,0.125,0.032,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.647,0.069,0.0,0.273,0.0,0.0,0.011,-11.6,0.122,16005701,Muenchen_Isar,Isar,2838.4,500,4439873,2782596,DEU,BAV,Danube above Inn,1981,1970,0,0.179,0.176,1.018,RL35114557,20421919.0,"A,E",0,0,s,1.921,0.42,2.265,1.601,0.702,0.634,219.9,0.62,4.585,0.5,3.333,0.2,2.0,0.0,1.892,0.416,2.135,1.64,0.694,0.63,225.444,0.595,4.439,0.417,2.5,0.111,2.0,0.0,4.57,3.47,4.4,3.83,6.36,2.33,1.45,1.92,1.89,0,0,1,13509
679,3520.287,1035,923,469,2526,222,135.4,29,0.494,0.65,4.33,2.34,1.51,0.54,0.69,0.41,0.19,8.3,1.14,jja,164.0,2.84,djf,312,0.194,0.078,0.502,0.0,0.011,0.077,3.22,2.95,0.7,0.18,0.83,0.72,10.04,0.88,0.5,0.215,0.13,0.407,0.363,0.23,0.117,0.027,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.064,0.0,0.393,0.0,0.0,0.009,-11.4,0.146,16006500,Freising_Isar,Isar,3067.0,440,4450791,2810949,DEU,BAV,Danube above Inn,1981,1970,0,0.12,0.117,1.148,RL35115926,20414730.0,"A,E",1,0,s,0.786,0.182,2.272,0.628,0.746,0.75,229.3,0.383,2.24,3.55,2.63,0.0,0.0,0.0,0.729,0.169,2.127,0.862,0.743,0.746,228.167,0.215,2.056,2.917,2.333,0.278,1.429,0.0,4.33,3.28,4.05,3.69,6.2,2.34,1.51,0.79,0.73,0,0,1,13511
684,652.834,1200,1134,451,2345,298,50.7,43,0.569,0.65,4.66,2.33,1.37,0.5,0.65,0.43,0.25,8.95,1.2,jja,163.75,2.86,djf,312,0.098,0.095,0.572,0.001,0.003,0.036,3.54,3.3,0.71,0.17,0.82,0.72,2.67,0.71,0.52,0.116,0.12,0.403,0.373,0.225,0.13,0.049,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.757,0.06,0.0,0.183,0.0,0.0,0.0,-11.7,0.101,16404900,Schlehdorf,Loisach,638.1,600,4420563,2729099,DEU,BAV,Danube above Inn,1981,1970,0,3.382,3.379,1.023,RL35055016,20436321.0,-,0,0,l,2.925,0.626,1.789,1.527,0.756,0.749,224.5,1.158,6.111,0.201,2.0,0.0,0.0,0.0,2.877,0.618,1.717,1.515,0.753,0.744,228.028,1.136,6.091,0.167,2.0,0.0,0.0,0.0,4.66,3.98,4.29,4.01,5.32,2.33,1.37,2.93,2.88,0,0,0,13463
688,1001.468,776,671,276,1641,112,65.1,15,0.549,0.6,3.81,2.38,1.73,0.62,0.75,0.37,0.12,10.7,1.19,jja,177.6,3.0,djf,231,0.418,0.007,0.408,0.0,0.06,0.051,3.83,3.43,0.74,0.24,0.91,0.69,10.05,1.19,0.5,0.185,0.17,0.43,0.326,0.244,0.088,0.028,su,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.184,0.0,0.636,0.0,0.0,0.054,-11.6,0.204,16602303,Stegen_Amper,Amper,993.4,532,4405180,2774591,DEU,BAV,Danube above Inn,1981,1970,0,0.12,0.117,1.008,RL35114134,20424721.0,D,0,0,l,1.818,0.477,1.333,1.368,0.764,0.799,199.6,0.721,3.651,0.0,0.0,0.0,0.0,0.0,1.788,0.47,1.006,1.325,0.772,0.813,203.75,0.739,3.547,0.0,0.0,0.0,0.0,0.0,3.81,3.21,3.46,3.52,5.5,2.38,1.73,1.82,1.79,0,0,1,13511
691,3129.061,620,571,197,1749,67,128.0,34,0.493,0.51,3.23,2.37,1.7,0.73,0.85,0.33,0.07,10.6,1.19,jja,184.4,3.15,djf,211,0.525,0.002,0.296,0.0,0.04,0.1,3.07,2.73,0.71,0.25,0.86,0.63,19.01,1.27,0.5,0.364,0.18,0.428,0.327,0.245,0.085,0.022,su,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.3,0.0,0.62,0.0,0.0,0.036,-11.5,0.218,16607001,Inkofen,Amper,3097.2,416,4459007,2818102,DEU,BAV,Danube above Inn,1981,1970,0,0.111,0.108,1.01,RL35116192,20412867.0,E,0,0,m,1.32,0.409,1.206,0.935,0.83,0.87,186.9,0.702,2.355,0.0,0.0,0.0,0.0,0.0,1.317,0.408,0.882,0.884,0.834,0.871,189.222,0.721,2.301,0.0,0.0,0.0,0.0,0.0,3.23,2.67,2.87,2.94,4.45,2.37,1.7,1.32,1.32,0,0,1,13511
698,390.399,504,504,22,149,49,40.1,60,0.557,0.37,2.76,2.31,1.6,0.84,0.96,0.28,0.05,11.9,1.17,jja,199.95,3.35,djf,211,0.762,0.0,0.177,0.0,0.0,0.051,2.77,2.43,0.7,0.26,0.83,0.6,18.82,1.3,0.47,0.419,0.16,0.47,0.3,0.23,0.097,0.005,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907,0.0,0.093,0.0,0.0,0.0,-12.2,0.196,16686008,Hohenkammer,Glonn,390.4,447,4433982,2813735,DEU,BAV,Danube above Inn,1981,1970,0,0.12,0.117,1.0,RL35115991,20414848.0,-,0,0,l,0.718,0.26,1.558,0.956,0.727,0.699,170.2,0.334,1.492,1.8,1.714,0.0,0.0,0.0,0.731,0.265,0.975,0.989,0.734,0.702,169.889,0.35,1.481,1.75,1.615,0.0,0.0,0.0,2.76,2.2,2.61,2.48,4.12,2.31,1.6,0.72,0.73,0,0,0,13511
699,133.719,479,479,29,151,44,24.2,355,0.54,0.39,2.82,2.38,1.62,0.84,0.98,0.3,0.05,12.55,1.17,jja,197.6,3.31,son,211,0.83,0.0,0.122,0.0,0.0,0.042,2.76,2.46,0.71,0.25,0.85,0.63,27.3,1.3,0.46,0.381,0.16,0.492,0.296,0.212,0.121,0.005,su,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.597,0.0,0.0,0.0,-11.7,0.217,16825002,Appolding,Strogen,135.7,422,4467796,2813029,DEU,BAV,Danube above Inn,1981,1970,0,0.308,0.305,0.985,RL35115904,20415477.0,-,0,0,l,0.957,0.34,1.726,1.3,0.657,0.62,167.85,0.36,2.529,2.4,1.412,0.0,0.0,0.0,0.975,0.349,1.374,1.215,0.66,0.617,167.5,0.381,2.53,2.696,1.492,0.0,0.0,0.0,2.82,2.3,2.71,2.51,4.09,2.38,1.62,0.96,0.98,0,0,0,13506
703,314.945,483,484,18,116,57,30.9,51,0.647,0.45,2.87,2.33,1.61,0.81,0.97,0.32,0.05,12.35,1.13,,195.35,3.3,djf,211,0.845,0.0,0.122,0.0,0.0,0.03,2.44,2.16,0.69,0.23,0.82,0.62,17.06,1.3,0.47,0.36,0.16,0.454,0.333,0.213,0.139,0.006,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,-12.2,0.194,17215007,Vilsbiburg,Grosse Vils,320.3,436,4496021,2818335,DEU,BAV,Danube above Inn,1981,1970,0,0.111,0.108,0.983,RL35116389,20413124.0,-,0,0,l,0.776,0.27,0.998,0.835,0.653,0.601,165.4,0.324,1.845,4.2,1.647,0.15,1.5,0.0,0.749,0.263,1.372,0.849,0.656,0.603,162.139,0.312,1.753,3.89,1.647,1.139,4.1,0.0,2.87,2.33,2.79,2.45,4.1,2.33,1.61,0.78,0.75,0,0,0,13511
706,213.173,460,440,90,685,102,24.1,150,0.682,0.47,2.68,2.17,1.59,0.81,0.84,0.1,0.08,13.35,1.17,jja,203.05,3.49,son,231,0.511,0.0,0.441,0.0,0.0,0.041,3.52,3.27,0.75,0.21,0.9,0.74,2.68,1.24,0.43,0.824,0.14,0.667,0.187,0.146,0.084,0.005,pa,0.0,0.451,0.475,0.0,0.041,0.0,0.0,0.003,0.0,0.03,0.0,0.0,0.0,-14.0,0.017,17345002,Hoermannsberg,Gaissa,211.4,309,4569645,2840692,DEU,BAV,Danube above Inn,1981,1970,0,4.458,4.455,1.008,RL35117113,20408834.0,-,0,0,l,1.277,0.475,1.787,1.796,0.638,0.605,154.6,0.379,3.763,4.691,1.824,2.673,4.417,0.0,1.259,0.474,1.743,1.855,0.627,0.595,152.972,0.336,3.753,4.997,1.884,3.573,2.844,0.0,2.68,2.79,2.9,2.39,3.6,2.17,1.59,1.28,1.26,0,0,0,13450
710,9719.543,1898,1965,679,3524,360,236.4,54,0.471,0.7,4.22,2.07,0.91,0.49,0.67,0.39,0.39,8.15,1.12,jja,148.9,2.82,djf,312,0.089,0.299,0.304,0.028,0.003,0.028,2.22,2.13,0.56,0.03,0.7,0.81,0.71,0.62,0.44,0.07,0.09,0.551,0.291,0.158,0.12,0.013,mt,0.004,0.58,0.057,0.005,0.0,0.0,0.291,0.016,0.003,0.035,0.002,0.006,0.001,-12.2,0.036,18000403,Oberaudorf_Inn,Inn,9713.2,464,4486109,2728052,DEU,BAV,Inn above Salzach,1981,1970,0,0.083,0.071,1.001,RL35054775,20436698.0,A,1,0,s,2.662,0.631,0.811,1.9,0.805,0.796,245.65,1.07,5.73,0.0,0.0,0.15,1.5,0.0,2.669,0.631,1.025,1.892,0.805,0.8,246.972,1.071,5.708,0.0,0.0,0.111,1.333,0.0,4.22,3.24,4.49,3.3,5.32,2.07,0.91,2.66,2.67,0,0,1,13512
717,1077.945,802,734,278,1501,147,45.5,50,0.814,0.67,4.28,2.39,1.78,0.56,0.69,0.39,0.14,9.15,1.2,jja,167.2,2.85,djf,231,0.394,0.004,0.474,0.0,0.012,0.052,3.99,3.62,0.76,0.24,0.93,0.72,9.54,1.08,0.49,0.119,0.15,0.408,0.347,0.245,0.088,0.015,su,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.144,0.023,0.517,0.0,0.0,0.009,-11.5,0.177,18209000,Rosenheim_Mangfall,Mangfall,1094.6,443,4480151,2750193,DEU,BAV,Inn above Salzach,1981,1970,0,2.553,2.55,0.985,RL35056725,20430577.0,"A,E",0,0,s,1.446,0.337,2.557,2.454,0.602,0.55,201.15,0.301,3.828,1.407,1.333,15.12,6.271,0.0,1.407,0.33,2.345,2.465,0.595,0.541,206.222,0.263,3.742,1.365,1.441,22.144,6.913,0.0,4.28,3.13,3.69,3.92,7.4,2.39,1.78,1.45,1.41,0,0,1,13478
718,96.458,1134,1124,209,1101,321,13.0,38,0.855,0.99,5.12,2.37,1.47,0.46,0.65,0.41,0.25,7.95,1.16,jja,158.85,2.76,djf,311,0.029,0.017,0.851,0.0,0.0,0.005,4.31,4.02,0.76,0.19,0.85,0.72,0.64,0.64,0.48,0.077,0.09,0.38,0.397,0.223,0.138,0.015,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.945,0.0,0.0,0.055,0.0,0.0,0.0,-11.7,0.072,18212004,Oberach,Weissach,96.0,743,4453750,2730656,DEU,BAV,Inn above Salzach,1981,1970,0,1.841,1.838,1.005,RL35055022,20435928.0,-,0,0,l,3.815,0.743,1.714,1.897,0.609,0.577,205.35,1.103,10.46,2.359,1.469,0.151,3.0,0.0,3.735,0.734,1.624,1.866,0.612,0.568,208.333,1.069,10.2,2.227,1.481,0.306,2.75,0.0,5.12,3.4,4.39,4.2,7.3,2.37,1.47,3.82,3.74,0,0,0,13485
725,181.516,1018,993,251,1340,304,20.0,3,0.76,0.74,5.23,2.29,1.59,0.44,0.63,0.37,0.19,8.75,1.19,jja,156.25,2.74,djf,313,0.094,0.004,0.758,0.0,0.006,0.026,4.24,3.95,0.76,0.2,0.86,0.73,0.8,0.71,0.48,0.04,0.1,0.384,0.395,0.221,0.13,0.014,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.868,0.036,0.0,0.096,0.0,0.0,0.0,-11.7,0.084,18486000,Siegsdorf,Weisse Traun,179.9,599,4519138,2749317,DEU,BAV,Inn above Salzach,1981,1970,0,0.111,0.108,1.009,RL35056717,20432768.0,-,0,0,l,3.735,0.714,1.437,1.421,0.672,0.65,204.65,1.254,8.958,1.5,1.304,0.0,0.0,0.0,3.762,0.728,1.27,1.453,0.684,0.665,205.5,1.283,8.744,1.195,1.344,0.0,0.0,0.0,5.23,3.93,4.41,3.7,7.89,2.29,1.59,3.74,3.76,0,0,0,13511
728,6684.168,1264,1196,623,3278,292,130.8,22,0.705,0.72,4.72,2.13,1.24,0.45,0.57,0.36,0.28,7.35,1.12,jja,149.8,2.71,djf,312,0.212,0.119,0.43,0.009,0.006,0.039,3.33,3.16,0.69,0.1,0.85,0.84,3.18,0.65,0.47,0.06,0.1,0.471,0.333,0.196,0.119,0.017,sc,0.0,0.355,0.074,0.0,0.0,0.0,0.38,0.104,0.004,0.073,0.0,0.006,0.004,-12.0,0.067,18606000,Burghausen,Salzach,6655.1,352,4531908,2786834,DEU,BAV,Salzach,1981,1970,0,0.111,0.108,1.004,RL35114838,20421526.0,"A,E,I",1,0,s,3.33,0.706,1.17,1.634,0.763,0.745,229.65,1.324,6.859,0.15,1.0,0.0,0.0,0.0,3.259,0.695,1.14,1.634,0.765,0.754,231.611,1.291,6.752,0.167,1.2,0.0,0.0,0.0,4.72,3.87,4.73,3.99,5.99,2.13,1.24,3.33,3.26,0,0,1,13511
740,16.807,1009,1018,66,338,176,8.2,78,0.566,0.41,3.96,2.06,1.76,0.52,0.51,0.14,0.1,9.6,1.14,son,176.15,3.25,djf,312,0.331,0.0,0.669,0.0,0.0,0.0,4.04,3.6,0.75,0.23,0.86,0.68,1.0,1.24,0.47,0.041,0.16,0.428,0.351,0.22,0.103,0.008,mt,0.0,0.851,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,0.01,139,Urach,Urach,17.5,808,4194304,2766772,DEU,BWT,Danube above Inn,1981,1970,0,0.0,0.0,0.96,RL35057732,20426121.0,-,0,0,l,2.781,0.702,1.473,2.294,0.562,0.514,142.3,0.514,8.654,5.95,3.216,20.25,6.983,0.0,2.845,0.708,1.603,2.325,0.572,0.521,146.5,0.478,8.899,5.25,2.589,25.028,8.921,0.0,3.96,3.5,3.63,4.01,3.47,2.06,1.76,2.78,2.85,0,0,0,13514
747,136.338,673,676,41,211,57,19.5,23,0.674,0.45,3.26,2.26,1.79,0.69,0.76,0.27,0.07,12.0,1.19,jja,193.05,3.27,djf,231,0.611,0.0,0.348,0.0,0.0,0.02,4.14,3.61,0.78,0.31,1.04,0.72,15.0,1.3,0.45,0.238,0.16,0.543,0.268,0.188,0.083,0.006,su,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.843,0.0,0.0,0.0,-11.3,0.236,177,Binnrot,Rot,129.1,566,4324616,2772612,DEU,BWT,Danube above Inn,1981,1970,0,0.0,0.0,1.056,RL35057918,20425397.0,B,0,0,m,1.296,0.398,1.036,1.003,0.728,0.701,174.55,0.593,3.038,0.35,1.4,0.1,2.0,0.0,1.342,0.41,1.181,0.97,0.731,0.7,176.722,0.647,3.105,0.306,1.1,0.056,2.0,0.0,3.26,2.97,2.94,3.18,3.46,2.26,1.79,1.3,1.34,0,0,1,13514
748,82.129,777,756,76,337,112,15.1,119,0.676,0.33,2.95,2.16,1.72,0.73,0.86,0.19,0.08,11.4,1.12,jja,191.55,3.36,djf,312,0.434,0.0,0.457,0.0,0.0,0.083,3.59,3.16,0.73,0.28,0.91,0.64,1.01,0.81,0.49,0.192,0.11,0.348,0.359,0.292,0.109,0.013,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.427,0.573,0.0,0.0,0.0,0.0,0.0,-12.2,0.135,192,Tuttlingen,Elta,80.7,646,4231059,2764600,DEU,BWT,Danube above Inn,1981,1970,0,0.0,0.0,1.018,RL35057610,20426516.0,-,0,0,l,0.876,0.297,1.825,2.392,0.633,0.618,160.45,0.155,2.552,1.3,1.368,22.35,7.707,0.0,0.928,0.308,1.948,2.474,0.617,0.591,161.361,0.149,2.707,2.417,1.554,34.222,8.052,0.0,2.95,2.44,3.36,2.36,3.35,2.16,1.72,0.88,0.93,0,0,0,13514
758,314.105,598,594,55,293,58,29.8,74,0.672,0.39,2.71,2.22,1.61,0.82,0.91,0.21,0.06,11.55,1.13,jja,194.8,3.41,djf,211,0.605,0.0,0.347,0.0,0.0,0.043,3.69,3.39,0.74,0.25,0.89,0.67,1.64,0.9,0.49,0.255,0.12,0.348,0.357,0.295,0.099,0.012,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.771,0.084,0.0,0.145,0.0,0.0,0.0,-11.9,0.094,1137,Lontal,Lone,316.5,452,4336727,2829583,DEU,BWT,Danube above Inn,1981,1977,0,0.188,0.16,0.992,RL35116690,,-,0,0,l,0.072,0.026,5.651,3.848,0.761,0.891,185.65,0.0,0.3,32.8,19.879,138.25,70.897,0.112,0.081,0.03,4.22,4.043,0.763,0.882,188.722,0.0,0.333,20.062,25.786,112.006,56.775,0.064,2.71,2.38,2.91,2.31,3.77,2.22,1.61,0.07,0.08,0,0,0,13510
769,59.636,650,654,34,192,56,14.4,17,0.604,0.35,3.08,2.26,1.82,0.73,0.82,0.28,0.06,12.2,1.18,jja,194.05,3.26,djf,231,0.708,0.0,0.223,0.0,0.0,0.069,3.34,2.92,0.75,0.28,0.97,0.7,14.05,1.3,0.45,0.249,0.16,0.552,0.259,0.189,0.096,0.005,su,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.66,0.0,0.0,0.0,-11.6,0.222,1162,Goppertshofen,Rottum,57.2,563,4316760,2774820,DEU,BWT,Danube above Inn,1981,1976,0,0.025,0.022,1.043,RL35114944,,-,0,0,l,1.181,0.383,1.036,0.676,0.764,0.736,175.05,0.684,2.442,0.85,1.308,0.0,0.0,0.0,1.2,0.386,1.132,0.661,0.755,0.726,175.778,0.687,2.528,0.861,1.292,0.0,0.0,0.0,3.08,2.79,2.89,2.88,3.23,2.26,1.82,1.18,1.2,0,0,0,13512
773,30.195,710,715,28,144,57,8.6,19,0.724,0.52,3.39,2.26,1.79,0.67,0.71,0.27,0.08,12.7,1.19,,193.0,3.25,djf,231,0.565,0.0,0.423,0.0,0.0,0.012,4.35,3.83,0.79,0.29,1.03,0.74,14.7,1.3,0.45,0.313,0.17,0.528,0.28,0.191,0.075,0.005,su,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.843,0.0,0.0,0.0,-13.1,0.215,1169,Spindelwag-Zulauf,Pfaffenrieder Bach,29.5,632,4319906,2762656,DEU,BWT,Danube above Inn,1989,1989,0,0.012,0.0,1.024,RL35057478,20426776.0,-,0,0,l,,,,,,,,,,,,,,,1.755,0.52,0.871,0.607,0.796,0.778,179.519,1.039,3.293,0.704,1.056,0.0,0.0,0.0,3.39,3.0,2.94,3.29,3.52,2.26,1.79,,1.76,0,0,0,10288
777,19.023,942,939,72,373,178,7.2,296,0.685,0.44,4.38,2.26,1.83,0.52,0.54,0.22,0.14,11.5,1.2,jja,178.4,3.1,djf,312,0.111,0.0,0.886,0.0,0.0,0.0,5.13,4.76,0.83,0.29,0.91,0.66,3.13,1.22,0.5,0.317,0.17,0.342,0.337,0.321,0.068,0.006,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767,0.0,0.233,0.0,0.0,0.0,-11.5,0.211,1175,Haefeliswald,Kuernach,19.8,767,4330501,2737179,DEU,BWT,Danube above Inn,1988,1988,0,0.0,0.0,0.961,RL35055728,20433887.0,-,0,0,u,3.16,0.721,1.265,1.938,0.57,0.51,174.55,0.69,9.487,3.0,1.875,12.45,4.882,0.0,3.088,0.71,1.633,1.957,0.564,0.499,176.414,0.681,9.272,3.035,1.66,11.38,4.853,0.0,4.38,3.66,4.07,4.4,5.05,2.26,1.83,3.16,3.09,0,0,0,10958
787,327.046,726,733,51,366,86,29.6,121,0.689,0.34,2.93,2.16,1.64,0.74,0.85,0.25,0.08,10.7,1.13,jja,189.0,3.31,djf,311,0.521,0.0,0.426,0.0,0.0,0.043,3.86,3.59,0.74,0.22,0.92,0.73,1.34,0.98,0.48,0.178,0.13,0.395,0.322,0.283,0.106,0.011,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.955,0.029,0.0,0.0,0.0,0.016,0.0,-11.8,0.064,47834,Lauterach,Grosse Lauter,325.0,515,4289789,2793685,DEU,BWT,Danube above Inn,1981,1976,0,11.177,11.174,1.006,RL35114963,20418908.0,G,0,0,m,0.395,0.134,1.637,1.644,0.789,0.836,183.95,0.131,0.992,0.0,0.0,1.277,3.125,0.0,0.409,0.137,1.963,1.727,0.794,0.853,185.25,0.133,0.968,0.0,0.0,0.899,2.909,0.0,2.93,2.46,2.68,2.42,3.66,2.16,1.64,0.4,0.41,0,0,1,13362
